sigma,a_sat,q,goodness_fit,log_goodness_fit,a_max,a_fast_growth,a_medium_nut_and_cm
9.1875,0.165625,0.42265625,0.00208653883763294,-6.17224864433502,0.185563699816146,0.0866645649586329,0.0649698402458239
10.6875,0.040625,0.44140625,0.00262388912435814,-5.94309766322972,0.0839928943475766,0.0396808913632944,0.0297817567354684
4.6875,0.140625,0.36640625,NaN,NaN,NaN,NaN,NaN
13.6875,0.090625,0.40390625,0.0030123519527839,-5.80503412567708,0.108787139276082,0.0521272784422526,0.0392287123537616
7.6875,0.190625,0.47890625,0.00228137566998494,-6.08297665393819,0.222165438332875,0.102093608832601,0.0763848606400511
10.3125,0.009375,0.38984375,0.00428062419910725,-5.45365643910927,0.0412146146461621,0.0193981771021331,0.0145662030435113
4.3125,0.109375,0.46484375,NaN,NaN,NaN,NaN,NaN
13.3125,0.059375,0.42734375,0.00327328431936503,-5.72196141911338,0.0894653481307648,0.0428201412981113,0.0321921279093776
7.3125,0.159375,0.35234375,0.00793577247350835,-4.8363745795834,0.209695970394695,0.095859125951331,0.0716720189684835
8.8125,0.034375,0.48359375,0.00221367287159957,-6.1131022100842,0.0866965384090617,0.0403472548826259,0.0302382761099259
14.8125,0.134375,0.40859375,0.00268935277521516,-5.91845471832741,0.126705025900927,0.0609521001810455,0.045854668396175
5.8125,0.084375,0.37109375,0.0071292823997708,-4.94354469481444,0.177586569505591,0.0788116547667514,0.0587325153705288
11.8125,0.184375,0.44609375,0.00139062821048655,-6.57799968394785,0.168789214398812,0.0802393218004872,0.0602843501799837
5.0625,0.021875,0.45546875,0.00200446979279349,-6.2123756956917,0.0996654173539411,0.0432300045221159,0.0321573872634269
11.0625,0.121875,0.38046875,0.00305812861822998,-5.78995211276852,0.142549401125365,0.0674774016780802,0.0506802399258469
8.0625,0.071875,0.41796875,0.00185596657482822,-6.28934965403234,0.13242960440538,0.061134003597863,0.045756228003349
14.0625,0.171875,0.49296875,0.00244023376733968,-6.0156614379794,0.147563786496105,0.0707930605483639,0.0532618774249945
12.5625,0.046875,0.36171875,0.00460571900863689,-5.38045648495109,0.0821514695079626,0.0391780991863157,0.0294587779115163
6.5625,0.146875,0.43671875,0.00392120232687982,-5.54135695616674,0.215916543764225,0.0974435011111591,0.0727644331208402
9.5625,0.096875,0.47421875,0.00139785411876816,-6.5728169905666,0.138533654054493,0.0649102854339286,0.0486735894182365
3.5625,0.196875,0.39921875,NaN,NaN,NaN,NaN,NaN
9.28125,0.0015625,0.449609375,0.00443031393002123,-5.41928483287126,0.0179073130048582,0.00838753962109711,0.00629483613525284
3.28125,0.1015625,0.374609375,NaN,NaN,NaN,NaN,NaN
12.28125,0.0515625,0.412109375,0.00316628293358731,-5.75519695525367,0.0872849399000991,0.0415668301318764,0.0312562235297007
6.28125,0.1515625,0.487109375,NaN,NaN,NaN,NaN,NaN
7.78125,0.0265625,0.355859375,0.00417755514539822,-5.47802909700777,0.0823014177251237,0.0378704349074988,0.0283262348908714
13.78125,0.1265625,0.430859375,0.00224983330890397,-6.0968991504418,0.128075264382283,0.061389995731429,0.0461944542120017
4.78125,0.0765625,0.468359375,NaN,NaN,NaN,NaN,NaN
10.78125,0.1765625,0.393359375,0.00273228087705969,-5.90261853250705,0.174211905494637,0.0823255661486793,0.0618015955421404
5.53125,0.0140625,0.402734375,0.00267117637615699,-5.92523631328043,0.0750325370358492,0.0330483629465927,0.0246029170677443
11.53125,0.1140625,0.477734375,0.00190629210294707,-6.26259523106056,0.134631202507071,0.0639052792600887,0.047998479807736
8.53125,0.0640625,0.440234375,0.00142819407420005,-6.55134451799661,0.120737028162309,0.0560274843516605,0.0419641685806096
14.53125,0.1640625,0.365234375,0.00381998892994884,-5.567507754287,0.141537054798162,0.0680138501330087,0.0511938921572838
13.03125,0.0390625,0.496484375,0.00512565959655016,-5.27349606047314,0.0734619396500612,0.0350972209347372,0.0264000658418944
7.03125,0.1390625,0.421484375,0.00353541400358195,-5.64492487090921,0.200871100357493,0.0914042725214948,0.0683037025702283
10.03125,0.0890625,0.383984375,0.00290341229155434,-5.84186858144231,0.129091258928508,0.0606992645467365,0.0455379871599883
4.03125,0.1890625,0.458984375,NaN,NaN,NaN,NaN,NaN
14.15625,0.0078125,0.369921875,0.00666537608592745,-5.01082889994754,0.0313406181763738,0.015044804178327,0.0113040223750517
8.15625,0.1078125,0.444921875,0.00146954178913362,-6.52280463485492,0.1610228790622,0.0744153686990875,0.0557134574046504
11.15625,0.0578125,0.482421875,0.00288350869408723,-5.84874742979727,0.0976921360377784,0.0462855014864343,0.0347612208677447
5.15625,0.1578125,0.407421875,NaN,NaN,NaN,NaN,NaN
3.65625,0.0328125,0.426171875,NaN,NaN,NaN,NaN,NaN
9.65625,0.1328125,0.351171875,0.00500311297289745,-5.29769496570015,0.161260343061952,0.0755939165164118,0.0567213887248615
6.65625,0.0828125,0.388671875,0.00421604935228219,-5.4688567618623,0.160624678103362,0.0726309476326637,0.0542423584904674
12.65625,0.1828125,0.463671875,0.00149728030823965,-6.50410494442004,0.161541429888175,0.0770769946202259,0.0579549163603073
7.40625,0.0203125,0.473046875,0.00163661923935864,-6.4151226042523,0.0742504116778148,0.0339862664065142,0.025413931247583
13.40625,0.1203125,0.398046875,0.00273733116961386,-5.90077185894181,0.126833529739839,0.0607105923857643,0.0456471366443289
4.40625,0.0703125,0.360546875,0.0136794432364178,-4.29186106670823,0.198358449778758,0.0836100154557727,0.0620002593397652
10.40625,0.1703125,0.435546875,0.00151324975189998,-6.49349578714426,0.174668787115347,0.082352601081721,0.0618129037609189
11.90625,0.0453125,0.416796875,0.00313215093328436,-5.7660353113109,0.0832969170202169,0.039607014651794,0.0297633611425882
5.90625,0.1453125,0.491796875,NaN,NaN,NaN,NaN,NaN
14.90625,0.0953125,0.454296875,0.00319035927479081,-5.74762174320087,0.106354689779609,0.0511738204075994,0.0384997496915003
8.90625,0.1953125,0.379296875,0.00463021376442713,-5.37515224252706,0.205336599781666,0.0956520027136608,0.0716826106839853
8.34375,0.0046875,0.409765625,0.00316960572925559,-5.75414807445739,0.0331032875485496,0.015348843164447,0.0114990771137863
14.34375,0.1046875,0.484765625,0.00336456943902683,-5.69445527681301,0.113890393003734,0.0546949606169297,0.0411384622241585
5.34375,0.0546875,0.447265625,0.00306126590418804,-5.78892675438659,0.151595031543095,0.066394627738078,0.0494068288378384
11.34375,0.1546875,0.372265625,0.00349625485776777,-5.65606292402675,0.158281595581575,0.0750561055792794,0.0563680833820842
9.84375,0.0296875,0.466015625,0.00274100745030265,-5.89942974356863,0.0753698753047726,0.0353841858185999,0.0265456666505923
3.84375,0.1296875,0.391015625,NaN,NaN,NaN,NaN,NaN
12.84375,0.0796875,0.353515625,0.00457363631802935,-5.387446697249,0.10577119136381,0.0505117312413888,0.0379929458599623
6.84375,0.1796875,0.428515625,0.00458497883042565,-5.38496979042163,0.232351698173833,0.105386333797591,0.0787465123588748
12.09375,0.0171875,0.437890625,0.00447123438912159,-5.41009075878734,0.0508426883679862,0.0241957204421734,0.0181707706745582
6.09375,0.1171875,0.362890625,0.00844702874297486,-4.77394052749901,0.202647817825038,0.0905485329078937,0.0675425298697169
9.09375,0.0671875,0.400390625,0.00231093537682604,-6.07010291137553,0.11891982073231,0.055496433891584,0.0415977492122279
3.09375,0.1671875,0.475390625,NaN,NaN,NaN,NaN,NaN
4.59375,0.0421875,0.381640625,0.00822273856378371,-4.8008519667879,0.148800474605986,0.063304171666913,0.04696381894635
10.59375,0.1421875,0.456640625,0.0013131177935448,-6.63535097439926,0.157946360405365,0.0745343779543912,0.0559582368560421
7.59375,0.0921875,0.494140625,0.00135958131283597,-6.60057848484109,0.155689507380932,0.0714509718471872,0.0534593549241292
13.59375,0.1921875,0.419140625,0.00191043143873522,-6.26042617827702,0.159048921163714,0.0761894630319597,0.0572950620712221
4.21875,0.0109375,0.489453125,0.00264510828391897,-5.93504327541006,0.0809729330107109,0.0337710091943622,0.0250059106776569
10.21875,0.1109375,0.414453125,0.00191452626336619,-6.25828506900772,0.142506474481099,0.0671069136177597,0.0503623724136765
7.21875,0.0609375,0.376953125,0.00373473543346479,-5.59007829731994,0.130725246505744,0.0596756693423084,0.0446098994814985
13.21875,0.1609375,0.451953125,0.00172804329770494,-6.36076555237197,0.14787153358551,0.0707253654918024,0.0531993695816605
14.71875,0.0359375,0.395703125,0.00481174657539406,-5.33669514738664,0.0657570382331245,0.0316132749141644,0.0237988958667795
8.71875,0.1359375,0.470703125,0.00126645274594417,-6.67153539996147,0.173546055160713,0.0806938966853328,0.0604589026918732
11.71875,0.0859375,0.433203125,0.0021265820329473,-6.15323926750521,0.115764319694522,0.055009044601406,0.0413181702497389
5.71875,0.1859375,0.358203125,0.0136179112927403,-4.29636934591377,0.266554721405594,0.11799818188164,0.0879285854387365
10.96875,0.0234375,0.367578125,0.00446843186607586,-5.41071774486434,0.0628177049170656,0.0297100973503905,0.0223304502740796
4.96875,0.1234375,0.442578125,NaN,NaN,NaN,NaN,NaN
13.96875,0.0734375,0.480078125,0.00382827365177545,-5.56534132106681,0.0968281311906978,0.0464477787980054,0.0349405262600472
7.96875,0.1734375,0.405078125,0.00379391150384868,-5.57435773303163,0.20721246118783,0.0955506033725488,0.0715399055312628
6.46875,0.0484375,0.461328125,0.00132136744405373,-6.62908813613701,0.125173338226436,0.0563898760580014,0.0420868539796844
12.46875,0.1484375,0.386328125,0.00284507188106629,-5.86216694597037,0.146816543683565,0.0700190653141881,0.0526305980611444
3.46875,0.0984375,0.423828125,NaN,NaN,NaN,NaN,NaN
9.46875,0.1984375,0.498828125,0.00154960302455895,-6.46975649404134,0.199449969709244,0.0933820708493356,0.0700256932392898
6.703125,0.00078125,0.4994140625,0.00303930056339183,-5.7961278678676,0.0155153732284327,0.00701770869351417,0.00524522435518192
12.703125,0.10078125,0.4244140625,0.00230357915261632,-6.07329121228748,0.11969506775902,0.0571193348952801,0.0429406289524659
3.703125,0.05078125,0.3869140625,NaN,NaN,NaN,NaN,NaN
9.703125,0.15078125,0.4619140625,0.00124111327007743,-6.69174650369562,0.171310951109841,0.0803646404566074,0.0602798324975942
11.203125,0.02578125,0.4056640625,0.00359761417084845,-5.62748438354276,0.0650775812847319,0.03082501101762,0.0231436935058714
5.203125,0.12578125,0.4806640625,NaN,NaN,NaN,NaN,NaN
14.203125,0.07578125,0.4431640625,0.00325287988642829,-5.72821455611106,0.0974348708450255,0.0467572572106304,0.0351885323431116
8.203125,0.17578125,0.3681640625,0.00574611603714664,-5.15923112420732,0.204881271885282,0.094744970238662,0.0709429699007452
14.953125,0.01328125,0.3587890625,0.00678505209454212,-4.99303330782616,0.0396194824391495,0.0190723109293946,0.0143635791614782
8.953125,0.11328125,0.4337890625,0.00153334864352684,-6.48030127929624,0.155873699992703,0.0726398384780576,0.05445075584844
11.953125,0.06328125,0.4712890625,0.00292081905389397,-5.83589120412524,0.0982310695619535,0.0467081854327603,0.0350893146763512
5.953125,0.16328125,0.3962890625,0.00831952657960833,-4.78914992725735,0.243004655530253,0.108244018649068,0.0806967284782233
4.453125,0.03828125,0.4525390625,0.00472584423876048,-5.35470905912694,0.14517377892124,0.0613359637669492,0.0454861117290454
10.453125,0.13828125,0.3775390625,0.00329929530727228,-5.71404637656413,0.156984601117748,0.0740431967113682,0.0555746770949151
7.453125,0.08828125,0.4150390625,0.00235204918932496,-6.05246833533581,0.154180562170845,0.0706261860995055,0.0528039673613405
13.453125,0.18828125,0.4900390625,0.00201701760270479,-6.2061352928767,0.158340700838993,0.0758065221253794,0.0570154836907161
4.828125,0.00703125,0.4197265625,0.00252772454820884,-5.98043576899456,0.0585150067584049,0.0251428898537966,0.0186954045905367
10.828125,0.10703125,0.4947265625,0.00205996583389593,-6.1850658818056,0.135282978543515,0.0639545064777715,0.0480035897822159
7.828125,0.05703125,0.4572265625,0.00123570210195571,-6.69611596683129,0.120148783024455,0.0553072884424468,0.0413841795595198
13.828125,0.15703125,0.3822265625,0.00308196862920093,-5.78218672085084,0.14237154249735,0.0682728318519058,0.0513468319279833
12.328125,0.03203125,0.4759765625,0.00439326759331995,-5.42768200227207,0.0686335187135095,0.0327101873813383,0.0245908504191473
6.328125,0.13203125,0.4009765625,0.00570489368073419,-5.16643093199702,0.209721791961343,0.0941946861389855,0.0702893223431141
9.328125,0.08203125,0.3634765625,0.00389011826540185,-5.549315719397,0.129381838457493,0.0605111443819652,0.0453586926985756
3.328125,0.18203125,0.4384765625,NaN,NaN,NaN,NaN,NaN
10.078125,0.01953125,0.4291015625,0.00311530198855581,-5.77142918487486,0.0602868534746008,0.028354412968362,0.0212985664731576
4.078125,0.11953125,0.3541015625,NaN,NaN,NaN,NaN,NaN
13.078125,0.06953125,0.3916015625,0.00342438396817602,-5.67683368675157,0.0977887238973449,0.0467560189445262,0.0351506235162122
7.078125,0.16953125,0.4666015625,0.00277951254027624,-5.88547971187874,0.220827177437308,0.100552309953917,0.0751711608310105
8.578125,0.04453125,0.3728515625,0.00335764801999395,-5.69651454416667,0.100314909448109,0.0465935152220896,0.0348953907523484
14.578125,0.14453125,0.4478515625,0.00224542294334643,-6.09886138205894,0.132602280023022,0.0637222808497351,0.0479624745747399
5.578125,0.09453125,0.4853515625,NaN,NaN,NaN,NaN,NaN
11.578125,0.19453125,0.4103515625,0.00207304765413037,-6.17873545778964,0.175400464022245,0.0832666435957373,0.0625586875161653
11.765625,0.00390625,0.3798828125,0.00581623125505963,-5.14710277766732,0.0246266021042314,0.0117134135170401,0.00878419990946044
5.765625,0.10390625,0.4548828125,0.00370877664392114,-5.59705320231464,0.198132417655782,0.0878338958292448,0.0654688212747436
14.765625,0.05390625,0.4923828125,0.00527476443221279,-5.2448212580176,0.0804029426969253,0.0386814075676685,0.0290899000409516
8.765625,0.15390625,0.4173828125,0.0023407332428814,-6.05729104703819,0.184024205073649,0.085627503334701,0.0641582741575556
7.265625,0.02890625,0.4361328125,0.00148097656474461,-6.51505356776184,0.0896678043037106,0.0409450946077465,0.0306282201992942
13.265625,0.12890625,0.3611328125,0.00400644493813823,-5.51985097997344,0.132066483508234,0.0631822269072638,0.0475052165966562
4.265625,0.07890625,0.3986328125,NaN,NaN,NaN,NaN,NaN
10.265625,0.17890625,0.4736328125,0.00125633148311562,-6.67955932607876,0.180493229477072,0.0850026797158866,0.0638039248883839
3.515625,0.01640625,0.4642578125,NaN,NaN,NaN,NaN,NaN
9.515625,0.11640625,0.3892578125,0.00282874686788812,-5.86792146825952,0.152304226346605,0.0713150876597598,0.0535028930279004
6.515625,0.06640625,0.3517578125,0.00629330390012416,-5.06826908383088,0.145873399095517,0.0657741589892662,0.0490972686010987
12.515625,0.16640625,0.4267578125,0.00173921277213745,-6.35432269793901,0.155122101293938,0.0739753251829777,0.0556216588650081
14.015625,0.04140625,0.4080078125,0.00420528371420702,-5.47141351715384,0.072567545670537,0.0348153063274359,0.026175604132901
8.015625,0.14140625,0.4830078125,0.00148070046132251,-6.51524001849261,0.186393258303235,0.0860115296042935,0.0643748735392485
11.015625,0.09140625,0.4455078125,0.0017821360499212,-6.32994260609066,0.123773226927776,0.0585728087286375,0.0439727311264546
5.015625,0.19140625,0.3705078125,NaN,NaN,NaN,NaN,NaN
12.890625,0.01015625,0.4595703125,0.00591341967348551,-5.13053098994776,0.037675702340176,0.017993427183728,0.0135289104671442
6.890625,0.11015625,0.3845703125,0.0048913934154053,-5.32027806406085,0.181115828095209,0.0822254097893047,0.0614453189874324
9.890625,0.06015625,0.4220703125,0.00201165915244255,-6.2087954484304,0.107002797064502,0.0502482071243655,0.0377245172160664
3.890625,0.16015625,0.4970703125,NaN,NaN,NaN,NaN,NaN
5.390625,0.03515625,0.3658203125,0.00602638475252181,-5.11160799156985,0.120803847338153,0.0529589039424399,0.0394342148822952
11.390625,0.13515625,0.4408203125,0.00154296643141746,-6.47404846123798,0.147598891219798,0.0700041953678841,0.0525818146911312
8.390625,0.08515625,0.4783203125,0.00124705867320143,-6.68696756190642,0.140617203337989,0.0651661507979977,0.0488033191392754
14.390625,0.18515625,0.4033203125,0.00238305965507369,-6.03937004757681,0.151178198924921,0.0726231392781509,0.0546263980294683
7.640625,0.02265625,0.3939453125,0.00255043828615297,-5.97149005765822,0.0768947476372978,0.0353134094728799,0.0264084196404531
13.640625,0.12265625,0.4689453125,0.00242788560107702,-6.02073452342002,0.126799184864932,0.0607696739469261,0.0457037704348889
4.640625,0.07265625,0.4314453125,0.00706911220911748,-4.95202037851182,0.192658929553692,0.0826118486087996,0.061318232579142
10.640625,0.17265625,0.3564453125,0.00468307331111754,-5.36380069416965,0.173590731750517,0.0819570744649829,0.0615273896634355
9.140625,0.04765625,0.4876953125,0.00212584895609428,-6.15358404763788,0.0998483488689528,0.046604115553516,0.0349430150551181
3.140625,0.14765625,0.4126953125,NaN,NaN,NaN,NaN,NaN
12.140625,0.09765625,0.3751953125,0.00340738791137419,-5.68180928961572,0.120930826277305,0.0575632325943504,0.0432642963500335
6.140625,0.19765625,0.4501953125,NaN,NaN,NaN,NaN,NaN
12.421875,0.00234375,0.3998046875,0.00622108497040169,-5.07981095490217,0.0184880677981925,0.00880467979830273,0.0066275314365741
6.421875,0.10234375,0.4748046875,0.00214259499736702,-6.14573756898078,0.182851295588651,0.0822822449751163,0.0614113703472872
9.421875,0.05234375,0.4373046875,0.00180598591788163,-6.31664862142548,0.102733488865381,0.0480669051189149,0.03605248426303
3.421875,0.15234375,0.3623046875,NaN,NaN,NaN,NaN,NaN
4.921875,0.02734375,0.4935546875,0.00204808125634208,-6.19085189664366,0.113773997804596,0.0490930632003253,0.0364681762893993
10.921875,0.12734375,0.4185546875,0.0018375932089048,-6.29929860222922,0.146819623740504,0.0694545770537902,0.0521461365192419
7.921875,0.07734375,0.3810546875,0.00337762582427412,-5.69058223515273,0.138878303100338,0.0640071493206981,0.0478980076278364
13.921875,0.17734375,0.4560546875,0.00178237538880169,-6.32980831622515,0.150738180044761,0.0722714702277149,0.0543799245547646
8.671875,0.01484375,0.4466796875,0.00249651508326847,-5.992859486276,0.0575331576050325,0.0267375539414238,0.02003642682626
14.671875,0.11484375,0.3716796875,0.00384057028732278,-5.56213441108572,0.117761481506604,0.0566222730572094,0.0426053383344847
5.671875,0.06484375,0.4091796875,0.00425803509702505,-5.45894746993678,0.158314268107481,0.0700138601930526,0.0521581435911993
11.671875,0.16484375,0.4841796875,0.00159531230041744,-6.44068576227682,0.160702957495986,0.0763459104106482,0.0573508821128112
10.171875,0.03984375,0.3529296875,0.00448702836636987,-5.40656463010726,0.0856322128361523,0.0403065326167598,0.0302469138940058
4.171875,0.13984375,0.4279296875,NaN,NaN,NaN,NaN,NaN
13.171875,0.08984375,0.4654296875,0.00276267640688169,-5.89155535648235,0.110704050845344,0.0529416357175642,0.0398028538441427
7.171875,0.18984375,0.3904296875,0.0062748305345547,-5.07120880077444,0.231727384011882,0.105684431560895,0.0790114144525017
10.546875,0.00859375,0.4794921875,0.00498423334817323,-5.30147567913607,0.0389142349093061,0.0183658582893351,0.0137826294160469
4.546875,0.10859375,0.4044921875,NaN,NaN,NaN,NaN,NaN
13.546875,0.05859375,0.3669921875,0.00446806970161205,-5.41079879771512,0.087983955084873,0.0421689460492556,0.0316892720983226
7.546875,0.15859375,0.4419921875,0.00257296223238949,-5.96269742422419,0.205009258725807,0.0940262201217391,0.0703482855987112
6.046875,0.03359375,0.4232421875,0.0020818538681858,-6.17449649944392,0.109043857900017,0.0486712098614413,0.0363095922425755
12.046875,0.13359375,0.4982421875,0.00229908405009987,-6.07524447445229,0.142056670679891,0.067608060452378,0.0508186097990611
3.046875,0.08359375,0.4607421875,NaN,NaN,NaN,NaN,NaN
9.046875,0.18359375,0.3857421875,0.00395412788485968,-5.53299521159547,0.197200009318862,0.0919833139455689,0.0689466996138918
3.796875,0.02109375,0.3763671875,0.0113662295575759,-4.47710863944543,0.122676256792635,0.0497316598942624,0.0367545796344336
9.796875,0.12109375,0.4513671875,0.00130273284027129,-6.64329103618932,0.152659339022623,0.071652012115204,0.0537428955344889
6.796875,0.07109375,0.4888671875,0.00136096348995771,-6.59956238156704,0.146806419462937,0.0665392629845077,0.0497245598692717
12.796875,0.17109375,0.4138671875,0.00199967891429326,-6.21476865416395,0.155306925332871,0.0741627405994657,0.0557403570829839
14.296875,0.04609375,0.4326171875,0.00410776127587005,-5.49487710061266,0.0757051253500658,0.0363545657235566,0.0273452478911264
8.296875,0.14609375,0.3576171875,0.00574868881617247,-5.15878348214613,0.185473306858041,0.0858684819795749,0.0643004197492752
11.296875,0.09609375,0.3951171875,0.0026063651232576,-5.94979870139939,0.125050648477645,0.059273588711734,0.0445154116553827
5.296875,0.19609375,0.4701171875,NaN,NaN,NaN,NaN,NaN
5.859375,0.00546875,0.4396484375,0.00143029039090354,-6.54987778476444,0.0449552432157687,0.0199682800262258,0.0148831438958007
11.859375,0.10546875,0.3646484375,0.00379551137085463,-5.57393612863402,0.127382190469056,0.0605626650888592,0.0454978821024345
8.859375,0.05546875,0.4021484375,0.00227105090795641,-6.08751259957257,0.109761063229543,0.0511008529572452,0.0383053547903248
14.859375,0.15546875,0.4771484375,0.00254238339973864,-5.97465329156963,0.136063066957766,0.065460358618817,0.0492638281660129
13.359375,0.03046875,0.3833984375,0.00471288969928615,-5.3574540348183,0.0639558176658641,0.0306060826852863,0.0230388769713919
7.359375,0.13046875,0.4583984375,0.00192861291836156,-6.25095422959996,0.188962780531291,0.0864244159130917,0.064647470766108
10.359375,0.08046875,0.4958984375,0.0022811174121222,-6.0830898630361,0.120376246956163,0.0567334938194263,0.0425986989326905
4.359375,0.18046875,0.4208984375,NaN,NaN,NaN,NaN,NaN
9.609375,0.01796875,0.4115234375,0.00305762530957337,-5.79011670691789,0.0594896992975938,0.0278659853215928,0.0209188403272418
3.609375,0.11796875,0.4865234375,NaN,NaN,NaN,NaN,NaN
12.609375,0.06796875,0.4490234375,0.00281985922536014,-5.87106831536322,0.0987275003117776,0.0470856937854721,0.0353992552982105
6.609375,0.16796875,0.3740234375,0.00809628666126933,-4.81634975929839,0.229809513658462,0.103811961336557,0.0775414726179864
8.109375,0.04296875,0.4677734375,0.00144567560130221,-6.53917852252867,0.102028540696785,0.0471112366862344,0.035297653169818
14.109375,0.14296875,0.3927734375,0.00284326283749212,-5.86280299983311,0.134333616425246,0.0644616120341316,0.0485127194825944
5.109375,0.09296875,0.3552734375,0.0116403280562881,-4.45327965354609,0.204129580798035,0.0886668029610021,0.065931251554427
11.109375,0.19296875,0.4302734375,0.00160630451800865,-6.43381906872403,0.178930154487125,0.0847303840085243,0.0636343902025527
6.984375,0.01171875,0.3599609375,0.00394926489540896,-5.53422581981642,0.058564862149114,0.0266297518705228,0.0199041119273649
12.984375,0.11171875,0.4349609375,0.00217483901238531,-6.13080063447501,0.124469027037879,0.0594758909097157,0.0447051690803935
3.984375,0.06171875,0.4724609375,NaN,NaN,NaN,NaN,NaN
