t,size,X,a,e,r,q,x
3.82,479,33,0.0626304801670146,0.304801670146138,0.18580375782881,0.377870563674321,0.0688935281837161
3.825,482,33,0.0643153526970954,0.304979253112033,0.184647302904564,0.377593360995851,0.0684647302904564
3.83,486,33,0.0637860082304527,0.302469135802469,0.183127572016461,0.382716049382716,0.0679012345679012
3.835,492,33,0.0711382113821138,0.300813008130081,0.180894308943089,0.380081300813008,0.0670731707317073
3.84,495,33,0.0666666666666667,0.301010101010101,0.181818181818182,0.383838383838384,0.0666666666666667
3.845,500,33,0.072,0.298,0.182,0.382,0.066
3.85,501,33,0.0658682634730539,0.297405189620758,0.187624750499002,0.383233532934132,0.0658682634730539
3.855,504,33,0.0714285714285714,0.295634920634921,0.186507936507937,0.380952380952381,0.0654761904761905
3.86,506,33,0.0691699604743083,0.298418972332016,0.185770750988142,0.381422924901186,0.0652173913043478
3.865,510,33,0.0705882352941176,0.298039215686275,0.186274509803922,0.380392156862745,0.0647058823529412
3.87,515,33,0.0737864077669903,0.297087378640777,0.184466019417476,0.380582524271845,0.0640776699029126
3.875,517,33,0.0735009671179884,0.295938104448743,0.187620889748549,0.379110251450677,0.0638297872340425
3.88,520,33,0.0788461538461538,0.294230769230769,0.186538461538462,0.376923076923077,0.0634615384615385
3.885,523,33,0.0822179732313576,0.292543021032505,0.18546845124283,0.376673040152964,0.0630975143403442
3.89,527,33,0.0815939278937381,0.290322580645161,0.187855787476281,0.377609108159393,0.0626185958254269
3.895,528,33,0.0757575757575758,0.293560606060606,0.1875,0.380681818181818,0.0625
3.9,531,33,0.0753295668549906,0.291902071563089,0.190207156308851,0.380414312617702,0.0621468926553672
3.905,533,34,0.0731707317073171,0.292682926829268,0.191369606003752,0.378986866791745,0.0637898686679174
3.91,536,35,0.0727611940298507,0.291044776119403,0.190298507462687,0.380597014925373,0.0652985074626866
3.915,539,35,0.0742115027829314,0.289424860853432,0.191094619666048,0.380333951762523,0.0649350649350649
3.92,542,35,0.0701107011070111,0.289667896678967,0.191881918819188,0.383763837638376,0.0645756457564576
3.925,545,35,0.0752293577981651,0.288073394495413,0.190825688073395,0.381651376146789,0.0642201834862385
3.93,548,35,0.0748175182481752,0.288321167883212,0.191605839416058,0.381386861313869,0.0638686131386861
3.935,551,35,0.0762250453720508,0.286751361161525,0.194192377495463,0.379310344827586,0.0635208711433757
3.94,553,35,0.0759493670886076,0.285714285714286,0.193490054249548,0.381555153707052,0.0632911392405063
3.945,555,35,0.0756756756756757,0.284684684684685,0.194594594594595,0.381981981981982,0.0630630630630631
3.95,557,35,0.0700179533213645,0.283662477558348,0.199281867145422,0.384201077199282,0.0628366247755835
3.955,559,35,0.0679785330948122,0.284436493738819,0.198568872987478,0.386404293381038,0.0626118067978533
3.96,561,35,0.0641711229946524,0.283422459893048,0.201426024955437,0.388591800356506,0.0623885918003565
3.965,563,35,0.0621669626998224,0.282415630550622,0.202486678507993,0.390763765541741,0.0621669626998224
3.97,566,35,0.0618374558303887,0.280918727915194,0.203180212014134,0.392226148409894,0.0618374558303887
3.975,566,35,0.0530035335689046,0.284452296819788,0.206713780918728,0.393992932862191,0.0618374558303887
3.98,570,35,0.0456140350877193,0.289473684210526,0.207017543859649,0.396491228070175,0.0614035087719298
3.985,571,35,0.042031523642732,0.290718038528897,0.208406304728546,0.397548161120841,0.0612959719789842
3.99,575,36,0.0469565217391304,0.288695652173913,0.20695652173913,0.394782608695652,0.0626086956521739
3.995,579,36,0.0535405872193437,0.286701208981002,0.20552677029361,0.392055267702936,0.0621761658031088
4,584,37,0.0565068493150685,0.284246575342466,0.205479452054795,0.39041095890411,0.0633561643835616
4.005,586,37,0.0563139931740614,0.283276450511945,0.204778156996587,0.392491467576792,0.0631399317406143
4.01,589,37,0.0577249575551783,0.283531409168082,0.203735144312394,0.392190152801358,0.0628183361629881
4.015,592,37,0.0557432432432432,0.283783783783784,0.204391891891892,0.393581081081081,0.0625
4.02,597,37,0.0619765494137353,0.281407035175879,0.204355108877722,0.390284757118928,0.0619765494137353
4.025,599,37,0.0567612687813022,0.280467445742905,0.210350584307179,0.390651085141903,0.0617696160267112
4.03,601,38,0.0565723793677205,0.279534109816972,0.211314475873544,0.389351081530782,0.0632279534109817
4.035,603,39,0.0563847429519071,0.280265339966833,0.2106135986733,0.388059701492537,0.0646766169154229
4.04,604,39,0.0529801324503311,0.279801324503311,0.210264900662252,0.392384105960265,0.0645695364238411
4.045,605,39,0.0479338842975207,0.279338842975207,0.213223140495868,0.39504132231405,0.0644628099173554
4.05,610,39,0.0524590163934426,0.277049180327869,0.211475409836066,0.395081967213115,0.0639344262295082
4.055,614,39,0.0570032573289902,0.276872964169381,0.210097719869707,0.392508143322476,0.0635179153094463
4.06,617,39,0.0615883306320908,0.275526742301459,0.209076175040519,0.390599675850891,0.0632090761750405
4.065,618,39,0.0614886731391586,0.275080906148867,0.20873786407767,0.391585760517799,0.0631067961165049
4.07,622,39,0.0643086816720257,0.273311897106109,0.209003215434084,0.390675241157556,0.0627009646302251
4.075,627,41,0.0637958532695375,0.272727272727273,0.208931419457735,0.389154704944179,0.0653907496012759
4.08,629,42,0.0651828298887122,0.271860095389507,0.208267090620032,0.3879173290938,0.0667726550079491
4.085,629,42,0.0620031796502385,0.271860095389507,0.208267090620032,0.391096979332273,0.0667726550079491
4.09,630,43,0.0571428571428571,0.273015873015873,0.20952380952381,0.392063492063492,0.0682539682539682
4.095,633,43,0.0584518167456556,0.273301737756714,0.210110584518167,0.390205371248025,0.0679304897314376
4.1,634,44,0.0536277602523659,0.274447949526814,0.209779179810726,0.392744479495268,0.0694006309148265
4.105,637,44,0.0565149136577708,0.274725274725275,0.208791208791209,0.390894819466248,0.0690737833594976
4.11,642,44,0.0607476635514019,0.274143302180685,0.208722741433022,0.38785046728972,0.0685358255451713
4.115,644,44,0.0559006211180124,0.27639751552795,0.208074534161491,0.391304347826087,0.0683229813664596
4.12,646,44,0.0572755417956656,0.275541795665635,0.208978328173375,0.390092879256966,0.0681114551083591
4.125,649,45,0.0554699537750385,0.274268104776579,0.211093990755008,0.389830508474576,0.0693374422187981
4.13,654,45,0.0596330275229358,0.273700305810398,0.211009174311927,0.386850152905199,0.0688073394495413
4.135,659,45,0.0637329286798179,0.273141122913505,0.209408194233687,0.385432473444613,0.0682852807283763
4.14,661,45,0.0635400907715582,0.273827534039334,0.210287443267776,0.384266263237519,0.0680786686838124
4.145,663,45,0.0663650075414781,0.273001508295626,0.209653092006033,0.383107088989442,0.0678733031674208
4.15,667,45,0.0674662668665667,0.272863568215892,0.209895052473763,0.382308845577211,0.0674662668665667
4.155,669,45,0.0657698056801196,0.272047832585949,0.212257100149477,0.382660687593423,0.0672645739910314
4.16,673,46,0.0653789004457652,0.270430906389302,0.213967310549777,0.381872213967311,0.0683506686478455
4.165,676,46,0.0665680473372781,0.270710059171598,0.21301775147929,0.381656804733728,0.0680473372781065
4.17,678,47,0.0663716814159292,0.269911504424779,0.213864306784661,0.380530973451327,0.0693215339233038
4.175,685,47,0.0671532846715329,0.267153284671533,0.216058394160584,0.381021897810219,0.0686131386861314
4.18,690,47,0.0666666666666667,0.265217391304348,0.215942028985507,0.384057971014493,0.0681159420289855
4.185,693,48,0.0678210678210678,0.265512265512266,0.215007215007215,0.382395382395382,0.0692640692640693
4.19,700,48,0.0714285714285714,0.262857142857143,0.215714285714286,0.381428571428571,0.0685714285714286
4.195,702,48,0.0712250712250712,0.262108262108262,0.217948717948718,0.38034188034188,0.0683760683760684
4.2,704,48,0.0738636363636364,0.261363636363636,0.217329545454545,0.379261363636364,0.0681818181818182
4.205,709,49,0.073342736248237,0.259520451339915,0.220028208744711,0.377997179125529,0.0691114245416079
4.21,713,49,0.0715287517531557,0.258064516129032,0.221598877980365,0.380084151472651,0.0687237026647966
4.215,713,49,0.0701262272089762,0.259467040673212,0.221598877980365,0.380084151472651,0.0687237026647966
4.22,717,49,0.0697350069735007,0.259414225941423,0.221757322175732,0.380753138075314,0.0683403068340307
4.225,722,50,0.0678670360110803,0.257617728531856,0.222991689750693,0.382271468144044,0.0692520775623269
4.23,726,50,0.0633608815426997,0.256198347107438,0.225895316804408,0.385674931129477,0.068870523415978
4.235,731,51,0.0615595075239398,0.255813953488372,0.229822161422709,0.383036935704514,0.0697674418604651
4.24,734,52,0.05858310626703,0.256130790190736,0.228882833787466,0.385558583106267,0.0708446866485014
4.245,738,52,0.0582655826558266,0.254742547425474,0.230352303523035,0.386178861788618,0.0704607046070461
4.25,742,52,0.0592991913746631,0.256064690026954,0.230458221024259,0.384097035040431,0.0700808625336927
4.255,746,52,0.0616621983914209,0.254691689008043,0.231903485254692,0.382037533512064,0.0697050938337802
4.26,752,52,0.0678191489361702,0.252659574468085,0.231382978723404,0.378989361702128,0.0691489361702128
4.265,754,52,0.0663129973474801,0.253315649867374,0.23342175066313,0.377984084880637,0.0689655172413793
4.27,757,53,0.0673712021136063,0.252311756935271,0.232496697490092,0.3778071334214,0.0700132100396301
4.275,760,53,0.068421052631579,0.251315789473684,0.232894736842105,0.377631578947368,0.0697368421052632
4.28,764,53,0.0680628272251309,0.25130890052356,0.234293193717278,0.37696335078534,0.0693717277486911
4.285,767,53,0.0704041720990874,0.251629726205997,0.233376792698827,0.375488917861799,0.0691003911342894
4.29,774,53,0.0697674418604651,0.250645994832041,0.233850129198966,0.377260981912145,0.0684754521963824
4.295,777,54,0.0669240669240669,0.24967824967825,0.236808236808237,0.377091377091377,0.0694980694980695
4.3,781,54,0.0653008962868118,0.250960307298335,0.236875800256082,0.377720870678617,0.0691421254801537
4.305,785,54,0.0662420382165605,0.24968152866242,0.235668789808917,0.379617834394904,0.0687898089171975
4.31,794,54,0.0717884130982368,0.246851385390428,0.23551637279597,0.377833753148615,0.0680100755667506
4.315,797,55,0.06900878293601,0.247176913425345,0.238393977415307,0.376411543287327,0.06900878293601
4.32,799,55,0.0688360450563204,0.247809762202753,0.237797246558198,0.376720901126408,0.0688360450563204
4.325,800,55,0.065,0.2475,0.24125,0.3775,0.06875
4.33,807,55,0.0681536555142503,0.246592317224287,0.240396530359356,0.376703841387856,0.0681536555142503
4.335,810,55,0.0666666666666667,0.245679012345679,0.241975308641975,0.377777777777778,0.0679012345679012
4.34,815,56,0.0638036809815951,0.244171779141104,0.241717791411043,0.38159509202454,0.0687116564417178
4.345,818,57,0.0599022004889976,0.244498777506112,0.243276283618582,0.382640586797066,0.0696821515892421
4.35,821,58,0.0572472594397077,0.243605359317905,0.243605359317905,0.38489646772229,0.0706455542021924
4.355,824,59,0.0558252427184466,0.242718446601942,0.243932038834951,0.385922330097087,0.0716019417475728
4.36,826,59,0.0532687651331719,0.243341404358354,0.24455205811138,0.387409200968523,0.0714285714285714
4.365,829,59,0.0542822677925211,0.243667068757539,0.243667068757539,0.387213510253317,0.0711700844390832
4.37,834,59,0.0503597122302158,0.244604316546763,0.244604316546763,0.38968824940048,0.0707434052757794
4.375,841,59,0.0487514863258026,0.244946492271106,0.244946492271106,0.391200951248514,0.0701545778834721
4.38,847,60,0.0436835891381346,0.246753246753247,0.245572609208973,0.393152302243211,0.0708382526564345
4.385,853,61,0.0468933177022274,0.24736225087925,0.243845252051583,0.390386869871043,0.0715123094958968
4.39,859,62,0.050058207217695,0.245634458672875,0.243306169965076,0.388824214202561,0.0721769499417928
4.395,860,62,0.0476744186046512,0.246511627906977,0.243023255813953,0.390697674418605,0.072093023255814
4.4,864,63,0.0451388888888889,0.246527777777778,0.243055555555556,0.392361111111111,0.0729166666666667
4.405,868,63,0.0426267281105991,0.247695852534562,0.243087557603687,0.394009216589862,0.0725806451612903
4.41,874,63,0.0469107551487414,0.245995423340961,0.24141876430206,0.393592677345538,0.0720823798627002
4.415,877,63,0.0456100342075257,0.247434435575827,0.241733181299886,0.393386545039909,0.0718358038768529
4.42,882,63,0.0476190476190476,0.246031746031746,0.241496598639456,0.393424036281179,0.0714285714285714
4.425,887,64,0.0462232243517475,0.245772266065389,0.243517474633596,0.392333709131905,0.0721533258173619
4.43,893,64,0.0481522956326988,0.244120940649496,0.244120940649496,0.391937290033595,0.0716685330347144
4.435,897,64,0.0423634336677815,0.246376811594203,0.244147157190635,0.395763656633222,0.0713489409141583
4.44,900,64,0.0366666666666667,0.25,0.245555555555556,0.396666666666667,0.0711111111111111
4.445,906,65,0.0386313465783664,0.248344370860927,0.2439293598234,0.397350993377483,0.0717439293598234
4.45,909,65,0.0374037403740374,0.247524752475248,0.244224422442244,0.399339933993399,0.0715071507150715
4.455,912,65,0.0339912280701754,0.24890350877193,0.244517543859649,0.401315789473684,0.0712719298245614
4.46,915,65,0.033879781420765,0.249180327868852,0.245901639344262,0.4,0.0710382513661202
4.465,917,65,0.0305343511450382,0.248636859323882,0.248636859323882,0.401308615049073,0.0708833151581243
4.47,923,65,0.0314192849404117,0.251354279523294,0.247020585048754,0.399783315276273,0.0704225352112676
4.475,925,65,0.0302702702702703,0.250810810810811,0.248648648648649,0.4,0.0702702702702703
4.48,929,65,0.0269106566200215,0.252960172228202,0.247578040904198,0.402583423035522,0.069967707212056
4.485,932,65,0.0257510729613734,0.253218884120172,0.247854077253219,0.40343347639485,0.0697424892703863
4.49,937,65,0.0277481323372465,0.252934898612593,0.247598719316969,0.402347918890075,0.0693703308431163
4.495,942,65,0.0276008492569002,0.252653927813163,0.246284501061571,0.404458598726115,0.0690021231422505
4.5,945,65,0.0264550264550265,0.252910052910053,0.245502645502646,0.406349206349206,0.0687830687830688
4.505,949,65,0.0263435194942044,0.252897787144363,0.244467860906217,0.407797681770285,0.0684931506849315
4.51,951,65,0.0231335436382755,0.255520504731861,0.243953732912723,0.409043112513144,0.0683491062039958
4.515,952,65,0.0220588235294118,0.255252100840336,0.244747899159664,0.409663865546218,0.0682773109243697
4.52,956,65,0.0209205020920502,0.257322175732218,0.244769874476987,0.408995815899582,0.0679916317991632
4.525,957,65,0.0167189132706374,0.25914315569488,0.244514106583072,0.411703239289446,0.0679205851619645
4.53,964,65,0.0217842323651452,0.257261410788382,0.243775933609959,0.409751037344398,0.0674273858921162
4.535,969,65,0.021671826625387,0.259029927760578,0.242518059855521,0.409700722394221,0.0670794633642931
4.54,976,66,0.0245901639344262,0.258196721311475,0.241803278688525,0.407786885245902,0.0676229508196721
4.545,982,67,0.0264765784114053,0.257637474541752,0.240325865580448,0.407331975560081,0.0682281059063136
4.55,987,67,0.0243161094224924,0.259371833839919,0.242147922998987,0.406281661600811,0.0678824721377913
4.555,990,68,0.0212121212121212,0.260606060606061,0.241414141414141,0.408080808080808,0.0686868686868687
4.56,995,68,0.0221105527638191,0.261306532663317,0.240201005025126,0.408040201005025,0.0683417085427136
4.565,996,68,0.0180722891566265,0.263052208835341,0.23995983935743,0.410642570281125,0.0682730923694779
4.57,1000,69,0.018,0.263,0.239,0.411,0.069
4.575,1007,69,0.0228401191658391,0.262164846077458,0.23733862959285,0.409136047666336,0.0685203574975174
4.58,1010,69,0.0227722772277228,0.263366336633663,0.236633663366337,0.408910891089109,0.0683168316831683
4.585,1010,69,0.0178217821782178,0.265346534653465,0.236633663366337,0.411881188118812,0.0683168316831683
4.59,538,30,0.016728624535316,0.278810408921933,0.239776951672862,0.408921933085502,0.0557620817843866
4.595,541,30,0.0147874306839187,0.280961182994455,0.238447319778189,0.410351201478743,0.055452865064695
4.6,542,30,0.0166051660516605,0.280442804428044,0.238007380073801,0.409594095940959,0.0553505535055351
4.605,546,30,0.0201465201465201,0.28021978021978,0.236263736263736,0.408424908424908,0.0549450549450549
4.61,549,30,0.0182149362477231,0.282331511839709,0.236794171220401,0.408014571948998,0.0546448087431694
4.615,550,30,0.0127272727272727,0.287272727272727,0.238181818181818,0.407272727272727,0.0545454545454545
4.62,553,30,0.0162748643761302,0.285714285714286,0.23869801084991,0.405063291139241,0.054249547920434
4.625,557,30,0.0179533213644524,0.287253141831239,0.236983842010772,0.40394973070018,0.0538599640933573
4.63,561,30,0.0196078431372549,0.28698752228164,0.235294117647059,0.404634581105169,0.053475935828877
4.635,562,30,0.0142348754448399,0.286476868327402,0.234875444839858,0.411032028469751,0.0533807829181495
4.64,562,30,0.0142348754448399,0.286476868327402,0.234875444839858,0.411032028469751,0.0533807829181495
4.645,563,30,0.0124333925399645,0.285968028419183,0.234458259325044,0.413854351687389,0.0532859680284192
4.65,567,30,0.0141093474426808,0.283950617283951,0.234567901234568,0.414462081128748,0.0529100529100529
4.655,569,30,0.0105448154657294,0.286467486818981,0.233743409490334,0.416520210896309,0.0527240773286468
4.66,571,30,0.0122591943957968,0.287215411558669,0.23292469352014,0.415061295971979,0.0525394045534151
4.665,572,30,0.0122377622377622,0.288461538461538,0.232517482517483,0.414335664335664,0.0524475524475524
4.67,575,30,0.0139130434782609,0.288695652173913,0.23304347826087,0.412173913043478,0.0521739130434783
4.675,578,30,0.0190311418685121,0.28719723183391,0.231833910034602,0.410034602076125,0.0519031141868512
4.68,583,30,0.0222984562607204,0.288164665523156,0.23156089193825,0.406518010291595,0.0514579759862779
4.685,584,30,0.023972602739726,0.287671232876712,0.231164383561644,0.405821917808219,0.0513698630136986
4.69,587,30,0.0238500851788756,0.291311754684838,0.229982964224872,0.403747870528109,0.0511073253833049
4.695,588,30,0.0187074829931973,0.292517006802721,0.231292517006803,0.406462585034014,0.0510204081632653
4.7,591,30,0.0169204737732657,0.294416243654822,0.231810490693739,0.406091370558376,0.050761421319797
4.705,594,30,0.0218855218855219,0.292929292929293,0.230639730639731,0.404040404040404,0.0505050505050505
4.71,595,30,0.0184873949579832,0.297478991596639,0.230252100840336,0.403361344537815,0.0504201680672269
4.715,597,30,0.0134003350083752,0.299832495812395,0.229480737018425,0.407035175879397,0.050251256281407
4.72,599,30,0.011686143572621,0.300500834724541,0.228714524207012,0.409015025041736,0.0500834724540902
4.725,600,30,0.0116666666666667,0.3,0.23,0.408333333333333,0.05
4.73,603,30,0.0165837479270315,0.298507462686567,0.228855721393035,0.406301824212272,0.0497512437810945
4.735,608,31,0.0197368421052632,0.297697368421053,0.226973684210526,0.404605263157895,0.0509868421052632
4.74,610,31,0.019672131147541,0.3,0.226229508196721,0.40327868852459,0.0508196721311475
4.745,615,31,0.024390243902439,0.299186991869919,0.224390243902439,0.401626016260163,0.0504065040650407
4.75,619,33,0.024232633279483,0.297253634894992,0.222940226171244,0.402261712439418,0.0533117932148627
4.755,619,33,0.0161550888529887,0.302100161550889,0.222940226171244,0.405492730210016,0.0533117932148627
4.76,620,33,0.0145161290322581,0.303225806451613,0.224193548387097,0.404838709677419,0.0532258064516129
4.765,622,34,0.0128617363344051,0.305466237942122,0.223472668810289,0.403536977491961,0.0546623794212219
4.77,625,35,0.0144,0.304,0.2224,0.4032,0.056
4.775,628,35,0.0159235668789809,0.304140127388535,0.221337579617834,0.402866242038217,0.0557324840764331
4.78,629,35,0.014308426073132,0.306836248012719,0.220985691573927,0.402225755166932,0.0556438791732909
4.785,631,36,0.0126782884310618,0.305863708399366,0.221870047543582,0.402535657686212,0.0570522979397781
4.79,636,36,0.0157232704402516,0.303459119496855,0.220125786163522,0.404088050314465,0.0566037735849057
4.795,638,36,0.0141065830721003,0.304075235109718,0.219435736677116,0.405956112852665,0.0564263322884013
4.8,643,36,0.0186625194401244,0.301710730948678,0.217729393468118,0.405909797822706,0.0559875583203732
4.805,647,36,0.0154559505409583,0.301391035548686,0.216383307573416,0.41112828438949,0.0556414219474498
4.81,651,37,0.0153609831029186,0.304147465437788,0.21505376344086,0.408602150537634,0.0568356374807988
4.815,652,37,0.0153374233128834,0.30521472392638,0.214723926380368,0.407975460122699,0.0567484662576687
4.82,656,37,0.0198170731707317,0.303353658536585,0.213414634146341,0.407012195121951,0.0564024390243902
4.825,658,37,0.0197568389057751,0.303951367781155,0.214285714285714,0.405775075987842,0.0562310030395137
4.83,661,37,0.0242057488653555,0.302571860816944,0.213313161875946,0.40393343419062,0.0559757942511346
4.835,664,37,0.0225903614457831,0.301204819277108,0.213855421686747,0.406626506024096,0.0557228915662651
4.84,668,37,0.0269461077844311,0.29940119760479,0.214071856287425,0.404191616766467,0.0553892215568862
4.845,669,37,0.0254110612855007,0.298953662182362,0.2152466367713,0.4050822122571,0.0553064275037369
4.85,675,37,0.0281481481481481,0.299259259259259,0.214814814814815,0.402962962962963,0.0548148148148148
4.855,677,37,0.0221565731166913,0.301329394387001,0.217134416543575,0.404726735598227,0.0546528803545052
4.86,683,37,0.0278184480234261,0.300146412884334,0.215226939970717,0.402635431918009,0.0541727672035139
4.865,689,37,0.0362844702467344,0.297532656023222,0.213352685050798,0.399129172714078,0.0537010159651669
4.87,689,37,0.0333817126269956,0.298984034833091,0.214804063860668,0.399129172714078,0.0537010159651669
4.875,693,38,0.0317460317460317,0.298701298701299,0.215007215007215,0.3997113997114,0.0548340548340548
4.88,700,38,0.0371428571428571,0.297142857142857,0.214285714285714,0.397142857142857,0.0542857142857143
4.885,703,38,0.0398293029871977,0.295874822190612,0.214793741109531,0.395448079658606,0.0540540540540541
4.89,708,38,0.0437853107344633,0.293785310734463,0.213276836158192,0.395480225988701,0.0536723163841808
4.895,712,38,0.0463483146067416,0.292134831460674,0.214887640449438,0.393258426966292,0.0533707865168539
4.9,719,42,0.0458970792767733,0.289290681502086,0.214186369958275,0.39221140472879,0.0584144645340751
4.905,721,42,0.042995839112344,0.29126213592233,0.213592233009709,0.393897364771151,0.058252427184466
4.91,727,42,0.046767537826685,0.290233837689133,0.213204951856946,0.392022008253095,0.0577716643741403
4.915,728,44,0.043956043956044,0.291208791208791,0.212912087912088,0.391483516483516,0.0604395604395604
4.92,732,44,0.0450819672131148,0.292349726775956,0.211748633879781,0.390710382513661,0.0601092896174863
4.925,738,44,0.0474254742547425,0.291327913279133,0.210027100271003,0.39159891598916,0.0596205962059621
4.93,743,46,0.0471063257065949,0.2907133243607,0.209959623149394,0.390309555854643,0.0619111709286676
4.935,746,46,0.046916890080429,0.29088471849866,0.20911528150134,0.39142091152815,0.0616621983914209
4.94,756,46,0.0542328042328042,0.288359788359788,0.207671957671958,0.388888888888889,0.0608465608465608
4.945,758,46,0.0514511873350923,0.288918205804749,0.20844327176781,0.390501319261214,0.0606860158311346
4.95,761,46,0.0512483574244415,0.289093298291721,0.207621550591327,0.391590013140604,0.0604467805519054
4.955,766,46,0.0561357702349869,0.287206266318538,0.20757180156658,0.389033942558747,0.0600522193211488
4.96,771,47,0.0518806744487678,0.287937743190661,0.206225680933852,0.392996108949416,0.0609597924773022
4.965,771,47,0.0479896238651102,0.287937743190661,0.206225680933852,0.396887159533074,0.0609597924773022
4.97,774,47,0.0478036175710594,0.286821705426357,0.208010335917313,0.396640826873385,0.0607235142118863
4.975,777,47,0.0476190476190476,0.288288288288288,0.207207207207207,0.396396396396396,0.0604890604890605
4.98,783,47,0.0510855683269476,0.288633461047254,0.206896551724138,0.393358876117497,0.0600255427841635
4.985,787,47,0.0520965692503177,0.28843710292249,0.20584498094028,0.393900889453621,0.059720457433291
4.99,793,47,0.0580075662042875,0.28625472887768,0.205548549810845,0.390920554854981,0.0592686002522068
4.995,797,47,0.0602258469259724,0.286072772898369,0.204516938519448,0.390213299874529,0.0589711417816813
5,802,47,0.0598503740648379,0.286783042394015,0.20573566084788,0.389027431421446,0.0586034912718204
5.005,806,47,0.0607940446650124,0.285359801488834,0.208436724565757,0.387096774193548,0.0583126550868486
5.01,808,48,0.0556930693069307,0.284653465346535,0.21039603960396,0.389851485148515,0.0594059405940594
5.015,811,48,0.0579531442663379,0.283600493218249,0.210850801479655,0.388409371146732,0.0591861898890259
5.02,815,49,0.0588957055214724,0.282208588957055,0.209815950920245,0.388957055214724,0.0601226993865031
5.025,818,49,0.058679706601467,0.28239608801956,0.209046454767726,0.389975550122249,0.0599022004889976
5.03,821,50,0.0572472594397077,0.28258221680877,0.209500609013398,0.389768574908648,0.0609013398294763
5.035,825,50,0.0557575757575758,0.282424242424242,0.210909090909091,0.39030303030303,0.0606060606060606
5.04,827,50,0.0507859733978235,0.28415961305925,0.214026602176542,0.390568319226119,0.060459492140266
5.045,833,50,0.0576230492196879,0.282112845138055,0.212484993997599,0.387755102040816,0.0600240096038415
5.05,836,50,0.0538277511961723,0.282296650717703,0.214114832535885,0.389952153110048,0.0598086124401914
5.055,839,51,0.0536352800953516,0.281287246722288,0.213349225268176,0.390941597139452,0.0607866507747318
5.06,843,51,0.0545670225385528,0.279952550415184,0.213523131672598,0.391459074733096,0.0604982206405694
5.065,847,51,0.0566706021251476,0.278630460448642,0.213695395513577,0.390791027154664,0.0602125147579693
5.07,852,51,0.0575117370892019,0.276995305164319,0.214788732394366,0.390845070422535,0.0598591549295775
5.075,857,52,0.0606767794632439,0.276546091015169,0.213535589264877,0.388564760793466,0.0606767794632439
5.08,860,52,0.0593023255813954,0.275581395348837,0.215116279069767,0.38953488372093,0.0604651162790698
5.085,862,52,0.0556844547563805,0.276102088167053,0.216937354988399,0.390951276102088,0.0603248259860789
5.09,869,52,0.0552359033371692,0.276179516685846,0.215189873417722,0.39355581127733,0.0598388952819333
5.095,875,52,0.0571428571428571,0.274285714285714,0.214857142857143,0.394285714285714,0.0594285714285714
5.1,878,53,0.0535307517084282,0.273348519362187,0.216400911161731,0.396355353075171,0.0603644646924829
5.105,880,53,0.0545454545454545,0.272727272727273,0.217045454545455,0.395454545454545,0.0602272727272727
5.11,885,54,0.0553672316384181,0.271186440677966,0.218079096045198,0.394350282485876,0.0610169491525424
5.115,892,54,0.0538116591928251,0.269058295964126,0.216367713004484,0.400224215246637,0.0605381165919283
5.12,898,54,0.0512249443207127,0.270601336302895,0.216035634743875,0.402004454342984,0.0601336302895323
5.125,905,54,0.050828729281768,0.27292817679558,0.214364640883978,0.402209944751381,0.0596685082872928
5.13,911,54,0.0504939626783754,0.272228320526894,0.212952799121844,0.405049396267838,0.0592755214050494
5.135,919,55,0.0522306855277476,0.269858541893362,0.211099020674646,0.4069640914037,0.0598476605005441
5.14,923,55,0.0530877573131094,0.269772481040087,0.211267605633803,0.406283856988082,0.0595882990249187
5.145,927,55,0.0485436893203883,0.269687162891046,0.214670981661273,0.407766990291262,0.0593311758360302
5.15,930,55,0.0473118279569892,0.268817204301075,0.216129032258065,0.408602150537634,0.0591397849462366
5.155,937,55,0.0522945570971185,0.267876200640342,0.214514407684098,0.406616862326574,0.0586979722518677
5.16,943,55,0.0530222693531283,0.266171792152704,0.217391304347826,0.4050901378579,0.0583244962884411
5.165,951,55,0.056782334384858,0.266035751840168,0.216614090431125,0.40273396424816,0.0578338590956888
5.17,957,55,0.0595611285266458,0.264367816091954,0.216300940438871,0.402298850574713,0.0574712643678161
5.175,959,55,0.0573514077163712,0.264859228362878,0.21689259645464,0.403545359749739,0.0573514077163712
5.18,964,55,0.0580912863070539,0.264522821576763,0.215767634854772,0.404564315352697,0.0570539419087137
5.185,972,55,0.0606995884773663,0.263374485596708,0.213991769547325,0.405349794238683,0.0565843621399177
5.19,979,55,0.0623084780388151,0.261491317671093,0.214504596527068,0.405515832482125,0.0561797752808989
5.195,985,55,0.0619289340101523,0.261928934010152,0.216243654822335,0.404060913705584,0.0558375634517767
5.2,991,55,0.0615539858728557,0.262361251261352,0.215943491422805,0.404641775983855,0.0554994954591322
5.205,998,56,0.061122244488978,0.261523046092184,0.214428857715431,0.406813627254509,0.0561122244488978
5.21,1004,56,0.0607569721115538,0.25996015936255,0.215139442231076,0.408366533864542,0.0557768924302789
5.215,1007,56,0.0595829195630586,0.259185700099305,0.215491559086395,0.41012909632572,0.0556107249255213
5.22,1010,56,0.0574257425742574,0.258415841584158,0.217821782178218,0.410891089108911,0.0554455445544554
5.225,1015,56,0.0591133004926108,0.257142857142857,0.21871921182266,0.409852216748768,0.0551724137931034
