growth_rate_per_hr,measured_R_P_ratio,estim_ribosomal_fraction_scott,estim_ribosomal_fraction_dai,estim_useless_fraction,nutrient_type,cm_type,useless_type,model_k,model_ri,model_fU,model_fE,model_fR,model_fQ,model_a,model_e,model_r,model_ra,model_q,model_u,model_ra_over_r,model_growth_rate
0.71,0.210526316,0.16,0.100250627,0,4,0,0,2.25249322304832,0,0,0.346201154522703,0.157106652962698,0.496692192514599,0.0895376062968288,0.315203131849542,0.143039699323112,0.143039699323112,0.452219562530518,0,1,0.709992918374699
0.58,0.296052632,0.225,0.140977444,0,4,1,0,2.25249322304832,0.084786844790946,0,0.279986830722035,0.228289224656465,0.4917239446215,0.0803385365367755,0.257493098492257,0.20994880244045,0.125161957649504,0.452219562530518,0,0.596154663397067,0.580001459335523
0.38,0.411842105,0.313,0.196115288,0,4,2,0,2.25249322304832,0.219813039442479,0,0.180289932808366,0.33641519256,0.483294874631634,0.0642988654179326,0.168697494682512,0.314784077369037,0.0949710379265577,0.452219562530518,0,0.301702165879307,0.379989963517589
0.23,0.448684211,0.341,0.213659148,0,4,3,0,2.25249322304832,0.327168262659551,0,0.107431628622092,0.416733983877379,0.475834387500529,0.0496282437552598,0.10209998556981,0.396052208144412,0.0688839454848611,0.452219562530518,0,0.173926427042528,0.229979525569329
0.15,0.494736842,0.376,0.235588972,0,4,4,0,2.25249322304832,0.388495273886507,0,0.0693645488370503,0.459626226090895,0.471009225072054,0.0398923450780861,0.0665974343186569,0.441290658072739,0.0527953841862318,0.452219562530518,0,0.119638572039586,0.15001026947518
0.57,0.213157895,0.162,0.10150376,0,5,0,0,1.65481105716333,0,0,0.374233544094941,0.13443928865445,0.491327167250608,0.0795958524722552,0.344446106128991,0.123738478868236,0.123738478868236,0.452219562530518,0,1,0.569993225019107
0.5,0.284210526,0.216,0.135338346,0,5,1,0,1.65481105716333,0.0578285257188754,0,0.32639115702821,0.185109053684882,0.488499789286908,0.0742686640855064,0.302150521826402,0.171361251557574,0.113532725838698,0.452219562530518,0,0.662534410823638,0.500002024445999
0.4,0.352631579,0.268,0.1679198,0,5,2,0,1.65481105716333,0.141832234974805,0,0.258819931908427,0.256973688675039,0.484206379416533,0.0660602962822577,0.241722210522803,0.239997930664422,0.0981656956896168,0.452219562530518,0,0.409027258767816,0.400004586735095
0.3,0.373684211,0.284,0.177944862,0,5,3,0,1.65481105716333,0.228046481919657,0,0.192217679130084,0.32828718354491,0.479495137325006,0.0568839445310163,0.181283579332568,0.309612913605898,0.0815664316862408,0.452219562530518,0,0.263446478172631,0.299990071561678
0.24,0.467105263,0.355,0.222431078,0,5,4,0,1.65481105716333,0.281258378489222,0,0.152781036132149,0.370837630937161,0.47638133293069,0.0507193895519141,0.145032075244418,0.35202897267315,0.0707705941839279,0.452219562530518,0,0.201036277345378,0.240000681757806
0.4,0.167105263,0.127,0.079573935,0,6,0,0,1.04289662575781,0,0,0.410688343760915,0.105099845734671,0.484211810504414,0.0660707716744236,0.38355384797094,0.0981558178241179,0.0981558178241179,0.452219562530518,0,1,0.400007013845317
0.34,0.276315789,0.21,0.131578947,0,6,1,0,1.04289662575781,0.0726833749269109,0,0.347084659930878,0.171470524515858,0.481444815553264,0.0607032251228225,0.326015501682416,0.161061710664244,0.0883783357373327,0.452219562530518,0,0.548723438816381,0.34000046664933
0.25,0.356578947,0.271,0.169799499,0,6,2,0,1.04289662575781,0.183643236913464,0,0.252814809182711,0.27026328436422,0.476921906453069,0.0517953643737305,0.239720174022017,0.256264899073735,0.0726216621602703,0.452219562530518,0,0.283385131646044,0.250003360613636
0.19,0.394736842,0.3,0.187969925,0,6,3,0,1.04289662575781,0.259464903505067,0,0.190783104733762,0.335681099398427,0.473535795867812,0.0450150411506462,0.182194995423323,0.320570400895512,0.0611054973904457,0.452219562530518,0,0.190614907738667,0.190010545956943
0.12,0.598684211,0.455,0.28508772,0,6,4,0,1.04289662575781,0.351049863758292,0,0.119307779557899,0.411759382570515,0.468932837871586,0.0356410854418452,0.115055520792799,0.397083831234838,0.0460339674765458,0.452219562530518,0,0.115930098018322,0.119991014409617
1.744,NaN,NaN,NaN,0,19,0,0,12.500162313688,0,0,0.164007123636734,0.304397798874615,0.53159507748865,0.149315744858128,0.139518277808876,0.258946414802477,0.258946414802477,0.452219562530518,0,1,1.74400111833717
1.74,NaN,NaN,NaN,0.007,19,0,1,12.500162313688,0,0.00106323145230706,0.163613660360489,0.303796940332778,0.531526167854427,0.149205458019197,0.139201609228205,0.258468778705595,0.258468778705595,0.452219562530518,0.000904591516485168,1,1.74004270967913
1.79,NaN,NaN,NaN,0.022,19,0,1,12.500162313688,0,0,0.164007123636734,0.304397798874615,0.53159507748865,0.149315744858128,0.139518277808876,0.258946414802477,0.258946414802477,0.452219562530518,0,1,1.74400111833717
1.71,NaN,NaN,NaN,0.007,19,0,1,12.500162313688,0,0.00913918870977395,0.160628769617512,0.299233352602633,0.530998689070081,0.148360303257107,0.136797836645242,0.254839001665866,0.254839001665866,0.452219562530518,0.00778329590126796,1,1.7099951622269
1.52,NaN,NaN,NaN,0.039,19,0,1,12.500162313688,0,0.0604324069371473,0.141833550658425,0.27026337787051,0.527470664533918,0.142664051412022,0.121599001695342,0.231706509435205,0.231706509435205,0.452219562530518,0.0518108749269139,1,1.5200072583742
1.12,NaN,NaN,NaN,0.118,19,0,1,12.500162313688,0,0.170100996642501,0.102770488973781,0.208439164115119,0.518689350268599,0.128149513198333,0.0896005008406363,0.181727786702299,0.181727786702299,0.452219562530518,0.148302636728213,1,1.12002080389569
1.09,NaN,NaN,NaN,0.137,19,0,1,12.500162313688,0,0.178449424972023,0.0998719177072125,0.203741119231542,0.517937538089222,0.126883978715177,0.0871997714266066,0.177889635395561,0.177889635395561,0.452219562530518,0.155807051932137,1,1.09001129654908
0.99,NaN,NaN,NaN,0.169,19,0,1,12.500162313688,0,0.20641755051747,0.0902565658094416,0.187988911040601,0.515336972632487,0.122477938618585,0.0792021276823085,0.164964416733195,0.164964416733195,0.452219562530518,0.181135954435393,1,0.990039451618299
0.83,NaN,NaN,NaN,0.176,19,0,1,12.500162313688,0,0.251796578362774,0.074983774812627,0.162507804576673,0.510711842247926,0.114530885870888,0.0663958166573936,0.143895641757573,0.143895641757573,0.452219562530518,0.222958093183627,1,0.829958485167291
0.63,NaN,NaN,NaN,0.189,19,0,1,12.500162313688,0,0.309871126729279,0.0561692714441804,0.129977791168959,0.503981810657582,0.102706579944871,0.0504003176761535,0.116628216769206,0.116628216769206,0.452219562530518,0.278045323079251,1,0.630012151613358
0.82,NaN,NaN,NaN,0.202,19,0,1,12.500162313688,0,0.254662114407756,0.0740350767470119,0.160898128162839,0.510404680682393,0.113998010508218,0.0655952252900293,0.142556061657779,0.142556061657779,0.452219562530518,0.225631140013456,1,0.819950963128299
0.73,NaN,NaN,NaN,0.246,19,0,1,12.500162313688,0,0.280586866069483,0.0655422828135515,0.14636629417995,0.507504556937016,0.108934971422057,0.0584024361083209,0.130421886106304,0.130421886106304,0.452219562530518,0.250021143832799,1,0.730039930868805
0.66,NaN,NaN,NaN,0.26,19,0,1,12.500162313688,0,0.301042417664157,0.0589685540474246,0.134915393259873,0.505073635028545,0.104646271023511,0.0527977147587132,0.120797000451557,0.120797000451557,0.452219562530518,0.269539451235701,1,0.659980004275717
0.9012,NaN,NaN,NaN,0,20,0,0,3.23882571660917,0,0,0.309850467976994,0.186568878620135,0.503580653402871,0.10199178726444,0.278248264963297,0.167540385241745,0.167540385241745,0.452219562530518,0,1,0.901197636165009
0.92,NaN,NaN,NaN,0.007,20,0,1,3.23882571660917,0,0,0.309850467976994,0.186568878620135,0.503580653402871,0.10199178726444,0.278248264963297,0.167540385241745,0.167540385241745,0.452219562530518,0,1,0.901197636165009
0.83,NaN,NaN,NaN,0.028,20,0,1,3.23882571660917,0,0.0392772862127653,0.284616777483577,0.173850574183116,0.502255362120541,0.0996222307687666,0.256262619196446,0.156531192162563,0.156531192162563,0.452219562530518,0.0353643953417063,1,0.829989961259072
0.83,NaN,NaN,NaN,0.045,20,0,1,3.23882571660917,0,0.0392772862127653,0.284616777483577,0.173850574183116,0.502255362120541,0.0996222307687666,0.256262619196446,0.156531192162563,0.156531192162563,0.452219562530518,0.0353643953417063,1,0.829989961259072
0.42,NaN,NaN,NaN,0.165,20,0,1,3.23882571660917,0,0.268726591808622,0.140936714142717,0.0988388215292383,0.491497872519423,0.0799155239219332,0.129673682792166,0.0909400653229027,0.0909400653229027,0.452219562530518,0.24725116543248,1,0.419990458594686
0.48,NaN,NaN,NaN,0.186,20,0,1,3.23882571660917,0,0.234601632177876,0.161755957080715,0.110080049987093,0.493562360754316,0.0837640823352362,0.148206617773591,0.100859295616507,0.100859295616507,0.452219562530518,0.214950441744148,1,0.480015405016773
0.33,NaN,NaN,NaN,0.196,20,0,1,3.23882571660917,0,0.320503674089969,0.109930342020204,0.0816622923583565,0.487903691531471,0.073137649131009,0.101890295236678,0.0756897042726171,0.0756897042726171,0.452219562530518,0.297062788829178,1,0.330004908485455
0.26,NaN,NaN,NaN,0.265,20,0,1,3.23882571660917,0,0.361513894025531,0.0860152583935015,0.0679490191368806,0.484521828444087,0.0666683398295992,0.0802807639163927,0.0634189708379751,0.0634189708379751,0.452219562530518,0.337412362885515,1,0.260015402721442
0.21,NaN,NaN,NaN,0.318,20,0,1,3.23882571660917,0,0.391420607503899,0.0690599926890234,0.0578326475470585,0.48168675226002,0.0611750055222503,0.0648352472549058,0.0542947350140009,0.0542947350140009,0.452219562530518,0.367475449678325,1,0.209990066151903
0.6106,NaN,NaN,NaN,0,21,0,0,1.81866457559193,0,0,0.365956303510608,0.141119782973187,0.492923913516205,0.0825773509248685,0.335736601412445,0.129466485132168,0.129466485132168,0.452219562530518,0,1,0.61059226371844
0.63,NaN,NaN,NaN,0.008,21,0,1,1.81866457559193,0,0,0.365956303510608,0.141119782973187,0.492923913516205,0.0825773509248685,0.335736601412445,0.129466485132168,0.129466485132168,0.452219562530518,0,1,0.61059226371844
0.57,NaN,NaN,NaN,0.009,21,0,1,1.81866457559193,0,0.0337412416919389,0.34106532910541,0.133077095836588,0.492116333366063,0.0810718282050348,0.313414539337482,0.122288292384899,0.122288292384899,0.452219562530518,0.0310057775420655,1,0.569995920168541
0.59,NaN,NaN,NaN,0.037,21,0,1,1.81866457559193,0,0.0171087804372822,0.353325698936097,0.13704337689284,0.492522143733781,0.0818289730035919,0.32441341985638,0.125829258104754,0.125829258104754,0.452219562530518,0.0157087865047555,1,0.589999194539429
0.53,NaN,NaN,NaN,0.073,21,0,1,1.81866457559193,0,0.0670327580096237,0.316584815191043,0.125127320181301,0.491255106618033,0.0794608413462587,0.291428719418513,0.115184598044292,0.115184598044292,0.452219562530518,0.0617062786604188,1,0.530011088316568
0.39,NaN,NaN,NaN,0.098,21,0,1,1.81866457559193,0,0.18422744464455,0.231212781134511,0.0969761406036876,0.487583633617251,0.072529241443928,0.214443093506684,0.0899425346875424,0.0899425346875424,0.452219562530518,0.170865567831328,1,0.390000057640953
0.42,NaN,NaN,NaN,0.16,21,0,1,1.81866457559193,0,0.159015137982951,0.249452896664878,0.103059313101483,0.488472652250688,0.0742172351985942,0.23093919236213,0.0954105358216249,0.0954105358216249,0.452219562530518,0.147213474087133,1,0.420000928264815
0.26,NaN,NaN,NaN,0.15,21,0,1,1.81866457559193,0,0.294484571590422,0.15261944848232,0.0701248483475204,0.482771131579738,0.063283753005794,0.142961117000684,0.0656870847651271,0.0656870847651271,0.452219562530518,0.275848482697876,1,0.259998319176197
0.28,NaN,NaN,NaN,0.228,21,0,1,1.81866457559193,0,0.277385088626975,0.164654987618877,0.0743178521915489,0.483642071562598,0.0649705864722591,0.153957256507696,0.0694893777493053,0.0694893777493053,0.452219562530518,0.259363216740221,1,0.279996608565867
0.25,NaN,NaN,NaN,0.24,21,0,1,1.81866457559193,0,0.303059350428282,0.14661167254763,0.0680130300087917,0.482315947015296,0.0623997292045248,0.137463143882435,0.0637690353538639,0.0637690353538639,0.452219562530518,0.284148529028658,1,0.249999350228481
